"city","hwy","cyl","disp","drive","make","model","trans","year"
26,34,4,1.6,"Front-Wheel Drive","MINI","John Cooper Works Coupe","Manual",2014
26,34,4,1.6,"Front-Wheel Drive","MINI","John Cooper Works Roadster","Manual",2014
19,26,6,3.7,"Rear-Wheel Drive","Nissan","370Z","Automatic",2014
18,25,6,3.7,"Rear-Wheel Drive","Nissan","370Z","Manual",2014
18,25,6,3.7,"Rear-Wheel Drive","Nissan","370Z Roadster","Automatic",2014
17,24,6,3.7,"Rear-Wheel Drive","Nissan","370Z Roadster","Manual",2014
26,34,4,1.6,"Front-Wheel Drive","MINI","Cooper Convertible","Automatic",2014
26,34,4,1.6,"Front-Wheel Drive","MINI","Cooper S Convertible","Manual",2014
26,34,4,1.6,"Front-Wheel Drive","MINI","John Cooper Works Convertible","Manual",2014
26,34,4,1.6,"Front-Wheel Drive","MINI","Cooper Clubman","Automatic",2014
26,34,4,1.6,"Front-Wheel Drive","MINI","Cooper S Clubman","Manual",2014
26,34,4,1.6,"Front-Wheel Drive","MINI","John Cooper Works Clubman","Manual",2014
27,36,4,2,"Front-Wheel Drive","Ford","Focus FWD","Automatic",2014
27,36,4,2,"Front-Wheel Drive","Ford","Focus FWD","Automatic",2014
26,35,4,2,"Front-Wheel Drive","Ford","Focus FWD","Manual",2014
23,31,4,2,"Front-Wheel Drive","Ford","Focus FWD","Manual",2014
26,36,4,2,"Front-Wheel Drive","Ford","Focus FWD FFV","Automatic",2014
26,36,4,2,"Front-Wheel Drive","Ford","Focus FWD FFV","Automatic",2014
26,35,4,2,"Front-Wheel Drive","Ford","Focus FWD FFV","Manual",2014
25,29,4,1.6,"Front-Wheel Drive","MINI","Cooper Countryman","Automatic",2014
25,29,4,1.6,"Front-Wheel Drive","MINI","Cooper Paceman","Automatic",2014
25,31,4,1.6,"Front-Wheel Drive","MINI","Cooper S Countryman","Automatic",2014
26,32,4,1.6,"Front-Wheel Drive","MINI","Cooper S Countryman","Manual",2014
23,30,4,1.6,"All-Wheel Drive","MINI","Cooper S Countryman All4","Automatic",2014
25,30,4,1.6,"All-Wheel Drive","MINI","Cooper S Countryman All4","Manual",2014
25,31,4,1.6,"Front-Wheel Drive","MINI","Cooper S Paceman","Automatic",2014
26,32,4,1.6,"Front-Wheel Drive","MINI","Cooper S Paceman","Manual",2014
23,30,4,1.6,"All-Wheel Drive","MINI","Cooper S Paceman All4","Automatic",2014
25,30,4,1.6,"All-Wheel Drive","MINI","Cooper S Paceman All4","Manual",2014
23,30,4,1.6,"All-Wheel Drive","MINI","JCW Countryman All4","Automatic",2014
25,30,4,1.6,"All-Wheel Drive","MINI","JCW Countryman All4","Manual",2014
23,30,4,1.6,"All-Wheel Drive","MINI","JCW Paceman All4","Automatic",2014
25,30,4,1.6,"All-Wheel Drive","MINI","JCW Paceman All4","Manual",2014
14,20,8,5.6,"Rear-Wheel Drive","Infiniti","QX80 2WD","Automatic",2014
14,20,8,5.6,"4-Wheel Drive","Infiniti","QX80 4WD","Automatic",2014
23,32,4,1.8,"Rear-Wheel Drive","Mercedes-Benz","SLK250","Automatic",2014
22,32,4,1.8,"Rear-Wheel Drive","Mercedes-Benz","SLK250","Manual",2014
21,28,6,3.5,"Rear-Wheel Drive","Mercedes-Benz","SLK350","Automatic",2014
13,19,8,6.2,"Rear-Wheel Drive","Mercedes-Benz","SLS AMG Coupe","Automatic",2014
13,19,8,6.2,"Rear-Wheel Drive","Mercedes-Benz","SLS AMG Roadster","Automatic",2014
13,19,8,6.2,"Rear-Wheel Drive","Mercedes-Benz","SLS AMG GT Coupe","Automatic",2014
13,19,8,6.2,"Rear-Wheel Drive","Mercedes-Benz","SLS AMG GT Roadster","Automatic",2014
27,34,4,1.6,"Front-Wheel Drive","MINI","Cooper Roadster","Manual",2014
26,34,4,1.6,"Front-Wheel Drive","MINI","Cooper S Roadster","Automatic",2014
26,34,4,1.6,"Front-Wheel Drive","MINI","Cooper S Coupe","Automatic",2014
26,34,4,1.6,"Front-Wheel Drive","MINI","John Cooper Works Coupe","Automatic",2014
26,34,4,1.6,"Front-Wheel Drive","MINI","John Cooper Works Roadster","Automatic",2014
27,34,4,1.6,"Front-Wheel Drive","MINI","Cooper Convertible","Manual",2014
26,34,4,1.6,"Front-Wheel Drive","MINI","Cooper S Convertible","Automatic",2014
26,34,4,1.6,"Front-Wheel Drive","MINI","John Cooper Works Convertible","Automatic",2014
19,26,6,3.8,"4-Wheel Drive","Porsche","911 Carrera 4S Cabriolet","Automatic",2014
21,31,4,1.8,"Rear-Wheel Drive","Mercedes-Benz","C250 Coupe","Automatic",2014
13,19,8,6.2,"Rear-Wheel Drive","Mercedes-Benz","C63 AMG Coupe","Automatic",2014
19,27,6,3.5,"4-Wheel Drive","Mercedes-Benz","C350 4matic Coupe","Automatic",2014
20,28,6,3.5,"Rear-Wheel Drive","Mercedes-Benz","C350 Coupe","Automatic",2014
18,26,8,4.7,"Rear-Wheel Drive","Mercedes-Benz","E550 Coupe","Automatic",2014
27,34,4,1.6,"Front-Wheel Drive","MINI","Cooper Clubman","Manual",2014
26,34,4,1.6,"Front-Wheel Drive","MINI","Cooper S Clubman","Automatic",2014
26,34,4,1.6,"Front-Wheel Drive","MINI","John Cooper Works Clubman","Automatic",2014
21,27,5,2.5,"Front-Wheel Drive","Volkswagen","Beetle Convertible","Automatic",2014
23,35,4,2,"Rear-Wheel Drive","BMW","320i","Automatic",2014
23,34,4,2,"All-Wheel Drive","BMW","320i xDrive","Automatic",2014
22,32,6,3,"Rear-Wheel Drive","BMW","335i","Automatic",2014
20,30,6,3,"All-Wheel Drive","BMW","335i xDrive","Automatic",2014
31,43,4,2,"Rear-Wheel Drive","BMW","328d","Automatic",2014
31,41,4,2,"All-Wheel Drive","BMW","328d xDrive","Automatic",2014
14,19,8,6.2,"Rear-Wheel Drive","Chevrolet","Camaro","Manual",2014
12,18,8,6.2,"Rear-Wheel Drive","Chevrolet","Camaro","Automatic",2014
28,38,4,1.4,"Front-Wheel Drive","Chevrolet","Sonic","Manual",2014
27,36,4,1.4,"Front-Wheel Drive","Chevrolet","Sonic","Automatic",2014
26,33,4,1.4,"Front-Wheel Drive","Chevrolet","Sonic RS","Manual",2014
25,33,4,1.4,"Front-Wheel Drive","Chevrolet","Sonic RS","Automatic",2014
28,39,4,2,"Front-Wheel Drive","Ford","Focus SFE FWD FFV","Automatic",2014
29,36,6,3.5,"Rear-Wheel Drive","Infiniti","Q50 Hybrid","Automatic",2014
28,33,6,3.5,"Rear-Wheel Drive","Infiniti","Q50S Hybrid","Automatic",2014
28,34,6,3.5,"All-Wheel Drive","Infiniti","Q50 Hybrid AWD","Automatic",2014
27,30,6,3.5,"All-Wheel Drive","Infiniti","Q50S Hybrid AWD","Automatic",2014
22,31,4,1.8,"Rear-Wheel Drive","Mercedes-Benz","C250","Automatic",2014
13,19,8,6.2,"Rear-Wheel Drive","Mercedes-Benz","C63 AMG","Automatic",2014
12,18,12,5.5,"Rear-Wheel Drive","Mercedes-Benz","CL600","Automatic",2014
12,18,12,6,"Rear-Wheel Drive","Mercedes-Benz","CL65 AMG","Automatic",2014
27,34,4,1.6,"Front-Wheel Drive","MINI","Cooper Countryman","Manual",2014
27,34,4,1.6,"Front-Wheel Drive","MINI","Cooper Paceman","Manual",2014
23,30,5,2.5,"Front-Wheel Drive","Volkswagen","Golf","Automatic",2014
22,29,5,2.5,"Front-Wheel Drive","Volkswagen","Beetle","Automatic",2014
22,31,5,2.5,"Front-Wheel Drive","Volkswagen","Beetle","Manual",2014
23,33,4,2,"Rear-Wheel Drive","BMW","528i","Automatic",2014
20,30,6,3,"Rear-Wheel Drive","BMW","535i","Automatic",2014
14,19,8,6.2,"Rear-Wheel Drive","Cadillac","CTS","Manual",2014
14,19,8,6.2,"Rear-Wheel Drive","Cadillac","CTS V","Manual",2014
12,18,8,6.2,"Rear-Wheel Drive","Cadillac","CTS","Automatic",2014
12,18,8,6.2,"Rear-Wheel Drive","Cadillac","CTS V","Automatic",2014
26,37,4,1.4,"Front-Wheel Drive","Chevrolet","Cruze","Manual",2014
28,40,4,1.4,"Front-Wheel Drive","Chevrolet","Cruze Eco","Manual",2014
28,38,4,1.4,"Front-Wheel Drive","Chevrolet","Sonic 5","Manual",2014
27,36,4,1.4,"Front-Wheel Drive","Chevrolet","Sonic 5","Automatic",2014
26,33,4,1.4,"Front-Wheel Drive","Chevrolet","Sonic 5 RS","Manual",2014
25,33,4,1.4,"Front-Wheel Drive","Chevrolet","Sonic 5 RS","Automatic",2014
23,35,4,1.5,"Front-Wheel Drive","Ford","Fusion FWD","Automatic",2014
25,36,4,1.6,"Front-Wheel Drive","Ford","Fusion FWD","Manual",2014
22,31,4,2,"All-Wheel Drive","Ford","Fusion AWD","Automatic",2014
22,32,4,2,"Front-Wheel Drive","Ford","Fusion FWD","Automatic",2014
22,33,4,2.5,"Front-Wheel Drive","Ford","Fusion FWD","Automatic",2014
40,36,4,2,"Front-Wheel Drive","Ford","Fusion Energi Plug-in Hybrid","Automatic",2014
19,30,4,2,"Rear-Wheel Drive","Jaguar","XF","Automatic",2014
22,31,4,2,"All-Wheel Drive","Lincoln","MKZ AWD","Automatic",2014
22,32,4,2,"Front-Wheel Drive","Lincoln","MKZ FWD","Automatic",2014
18,25,6,3.7,"All-Wheel Drive","Lincoln","MKZ AWD","Automatic",2014
19,27,6,3.7,"Front-Wheel Drive","Lincoln","MKZ FWD","Automatic",2014
20,30,6,3,"All-Wheel Drive","BMW","335i xDrive Gran Turismo","Automatic",2014
18,26,6,3,"All-Wheel Drive","BMW","535i xDrive Gran Turismo","Automatic",2014
19,28,6,3,"Rear-Wheel Drive","BMW","740i","Automatic",2014
19,28,6,3,"Rear-Wheel Drive","BMW","740Li","Automatic",2014
13,22,8,3.8,"Rear-Wheel Drive","Maserati","Quattroporte GTS","Automatic",2014
31,41,4,2,"All-Wheel Drive","BMW","328d xDrive Sports Wagon","Automatic",2014
14,19,8,6.2,"Rear-Wheel Drive","Cadillac","CTS Wagon","Manual",2014
12,18,8,6.2,"Rear-Wheel Drive","Cadillac","CTS Wagon","Automatic",2014
23,30,5,2.5,"Front-Wheel Drive","Volkswagen","Jetta SportWagen","Automatic",2014
23,33,5,2.5,"Front-Wheel Drive","Volkswagen","Jetta SportWagen","Manual",2014
18,23,6,4.3,"Rear-Wheel Drive","Chevrolet","Silverado C15 2WD","Automatic",2014
18,23,6,4.3,"Rear-Wheel Drive","GMC","Sierra C15 2WD","Automatic",2014
15,22,8,5.7,"Rear-Wheel Drive","Ram","1500 2WD","Automatic",2014
17,25,6,3.6,"Rear-Wheel Drive","Ram","1500 2WD","Automatic",2014
17,25,6,3.6,"Rear-Wheel Drive","Ram","1500 2WD","Automatic",2014
17,22,6,4.3,"4-Wheel Drive","Chevrolet","Silverado K15 4WD","Automatic",2014
17,22,6,4.3,"4-Wheel Drive","GMC","Sierra K15 4WD","Automatic",2014
13,19,8,5.7,"4-Wheel Drive","Ram","1500 4WD","Automatic",2014
16,23,6,3.6,"4-Wheel Drive","Ram","1500 4WD","Automatic",2014
15,21,8,5.7,"4-Wheel Drive","Ram","1500 4WD","Automatic",2014
17,25,6,3.6,"Front-Wheel Drive","Chrysler","Town and Country","Automatic",2014
17,25,6,3.6,"Front-Wheel Drive","Dodge","Grand Caravan","Automatic",2014
18,26,6,3.6,"Front-Wheel Drive","Ram","C/V","Automatic",2014
22,31,4,2.4,"Front-Wheel Drive","Chevrolet","Equinox FWD","Automatic",2014
20,28,4,2.4,"Front-Wheel Drive","Chevrolet","Captiva FWD","Automatic",2014
19,25,4,2.4,"Front-Wheel Drive","Dodge","Journey FWD","Automatic",2014
17,25,6,3.6,"Front-Wheel Drive","Dodge","Journey FWD","Automatic",2014
22,31,4,2.4,"Front-Wheel Drive","GMC","Terrain FWD","Automatic",2014
19,25,6,3.5,"Rear-Wheel Drive","Mercedes-Benz","GLK350","Automatic",2014
16,24,6,3.6,"All-Wheel Drive","Dodge","Journey AWD","Automatic",2014
16,20,6,3.6,"4-Wheel Drive","Jeep","Wrangler Unlimited 4WD","Automatic",2014
16,21,6,3.6,"4-Wheel Drive","Jeep","Wrangler Unlimited 4WD","Manual",2014
17,21,6,3.6,"4-Wheel Drive","Jeep","Wrangler 4WD","Automatic",2014
20,24,6,3,"All-Wheel Drive","Porsche","Cayenne S Hybrid","Automatic",2014
110,99,NA,NA,"Front-Wheel Drive","Ford","Focus Electric","Automatic",2014
12,19,10,8.4,"Rear-Wheel Drive","SRT","Viper","Manual",2014
18,25,6,3.7,"All-Wheel Drive","Infiniti","Q60 AWD Coupe","Automatic",2014
18,25,6,3.7,"Rear-Wheel Drive","Infiniti","Q60 Convertible","Automatic",2014
16,24,6,3.7,"Rear-Wheel Drive","Infiniti","Q60 Convertible","Manual",2014
19,27,6,3.7,"Rear-Wheel Drive","Infiniti","Q60 Coupe","Automatic",2014
17,25,6,3.7,"Rear-Wheel Drive","Infiniti","Q60 Coupe","Manual",2014
18,23,6,3.5,"Rear-Wheel Drive","Mercedes-Benz","ML350","Automatic",2014
13,18,8,4.7,"4-Wheel Drive","Mercedes-Benz","GL550 4matic","Automatic",2014
13,17,8,5.5,"4-Wheel Drive","Mercedes-Benz","GL63 AMG","Automatic",2014
18,22,6,3.5,"4-Wheel Drive","Mercedes-Benz","ML350 4matic","Automatic",2014
13,17,8,5.5,"4-Wheel Drive","Mercedes-Benz","ML63 AMG","Automatic",2014
20,29,6,3,"Rear-Wheel Drive","BMW","335i","Manual",2014
20,29,6,3,"Rear-Wheel Drive","BMW","535i","Manual",2014
19,28,6,3,"All-Wheel Drive","BMW","740Li xDrive","Automatic",2014
18,25,6,3.7,"Rear-Wheel Drive","Infiniti","QX50","Automatic",2014
17,24,6,3.7,"All-Wheel Drive","Infiniti","QX50 AWD","Automatic",2014
27,34,4,1.6,"Front-Wheel Drive","MINI","Cooper Clubvan","Manual",2014
18,26,6,3.5,"Rear-Wheel Drive","Lotus","Evora","Manual",2014
17,26,6,3.5,"Rear-Wheel Drive","Lotus","Evora","Manual",2014
19,28,6,3.5,"Rear-Wheel Drive","Lotus","Evora","Automatic",2014
19,28,6,3.5,"Rear-Wheel Drive","Lotus","Evora","Automatic",2014
21,29,4,2,"Rear-Wheel Drive","Subaru","BRZ","Manual",2014
24,33,4,2,"Rear-Wheel Drive","Subaru","BRZ","Automatic",2014
13,20,8,4.7,"Rear-Wheel Drive","Maserati","GranTurismo Convertible","Automatic",2014
23,34,4,2,"Rear-Wheel Drive","BMW","328i","Automatic",2014
22,33,4,2,"Rear-Wheel Drive","BMW","328i","Manual",2014
22,32,4,2,"All-Wheel Drive","BMW","328i xDrive","Automatic",2014
23,35,4,2,"Rear-Wheel Drive","BMW","320i","Manual",2014
20,28,6,3,"All-Wheel Drive","BMW","335i xDrive","Manual",2014
18,29,4,2.4,"Front-Wheel Drive","Chrysler","200 Convertible","Automatic",2014
19,28,6,3.6,"Front-Wheel Drive","Chrysler","200 Convertible","Automatic",2014
29,34,4,1.5,"Front-Wheel Drive","Mazda","2","Manual",2014
28,33,4,1.5,"Front-Wheel Drive","Mazda","2","Automatic",2014
11,19,12,6.7,"Rear-Wheel Drive","Rolls-Royce","Phantom Drophead Coupe","Automatic",2014
24,33,4,2,"All-Wheel Drive","Subaru","Impreza AWD","Manual",2014
27,35,4,2,"All-Wheel Drive","Subaru","Impreza AWD","Automatic",2014
41,48,4,1.4,"Front-Wheel Drive","Volkswagen","Jetta Hybrid","Automatic",2014
24,32,4,2,"Front-Wheel Drive","Volkswagen","GTI","Automatic",2014
21,31,4,2,"Front-Wheel Drive","Volkswagen","GTI","Manual",2014
22,32,4,2,"All-Wheel Drive","BMW","528i xDrive","Automatic",2014
20,29,6,3,"All-Wheel Drive","BMW","535i xDrive","Automatic",2014
26,37,6,3,"Rear-Wheel Drive","BMW","535d","Automatic",2014
26,36,6,3,"All-Wheel Drive","BMW","535d xDrive","Automatic",2014
17,25,8,4.4,"Rear-Wheel Drive","BMW","550i","Automatic",2014
16,24,8,4.4,"All-Wheel Drive","BMW","550i xDrive","Automatic",2014
18,28,6,3.6,"Front-Wheel Drive","Buick","LaCrosse","Automatic",2014
21,29,4,2,"Front-Wheel Drive","Buick","Regal","Automatic",2014
19,30,4,2.4,"Front-Wheel Drive","Buick","Regal","Automatic",2014
20,31,4,2,"Front-Wheel Drive","Buick","Regal","Manual",2014
21,29,4,2.4,"Front-Wheel Drive","Chrysler","200","Automatic",2014
20,30,4,2.4,"Front-Wheel Drive","Chrysler","200","Automatic",2014
19,28,6,3.6,"Front-Wheel Drive","Chrysler","200","Automatic",2014
21,29,4,2.4,"Front-Wheel Drive","Dodge","Avenger","Automatic",2014
20,30,4,2.4,"Front-Wheel Drive","Dodge","Avenger","Automatic",2014
19,28,6,3.6,"Front-Wheel Drive","Dodge","Avenger","Automatic",2014
18,27,6,3.6,"Rear-Wheel Drive","Dodge","Challenger","Automatic",2014
15,24,8,5.7,"Rear-Wheel Drive","Dodge","Challenger","Automatic",2014
15,23,8,5,"Rear-Wheel Drive","Jaguar","XF","Automatic",2014
16,25,6,3,"All-Wheel Drive","Jaguar","XF AWD","Automatic",2014
15,25,6,3,"All-Wheel Drive","Maserati","Ghibli V6 AWD","Automatic",2014
13,21,12,6.6,"Rear-Wheel Drive","Rolls-Royce","Wraith","Automatic",2014
22,32,4,2,"All-Wheel Drive","BMW","328i xDrive Gran Turismo","Automatic",2014
19,27,6,3,"Rear-Wheel Drive","BMW","535i Gran Turismo","Automatic",2014
16,24,8,4.4,"Rear-Wheel Drive","BMW","550i Gran Turismo","Automatic",2014
16,24,8,4.4,"All-Wheel Drive","BMW","550i xDrive Gran Turismo","Automatic",2014
17,25,8,4.4,"Rear-Wheel Drive","BMW","750i","Automatic",2014
16,24,8,4.4,"Rear-Wheel Drive","BMW","750Li","Automatic",2014
16,24,8,4.4,"All-Wheel Drive","BMW","750i xDrive","Automatic",2014
16,24,8,4.4,"All-Wheel Drive","BMW","750Li xDrive","Automatic",2014
16,24,8,4.4,"Rear-Wheel Drive","BMW","Alpina B7 SWB","Automatic",2014
16,24,8,4.4,"Rear-Wheel Drive","BMW","Alpina B7 LWB","Automatic",2014
16,24,8,4.4,"All-Wheel Drive","BMW","Alpina B7 SWB xDrive","Automatic",2014
16,24,8,4.4,"All-Wheel Drive","BMW","Alpina B7 LWB xDrive","Automatic",2014
13,20,12,6,"Rear-Wheel Drive","BMW","760Li","Automatic",2014
18,28,6,3.6,"Front-Wheel Drive","Cadillac","XTS","Automatic",2014
15,24,8,5.7,"Rear-Wheel Drive","Chrysler","300","Automatic",2014
18,27,6,3.6,"All-Wheel Drive","Chrysler","300 AWD","Automatic",2014
18,27,6,3.6,"All-Wheel Drive","Chrysler","300 AWD","Automatic",2014
15,23,8,5.7,"All-Wheel Drive","Chrysler","300 AWD","Automatic",2014
18,27,6,3.6,"Rear-Wheel Drive","Dodge","Charger","Automatic",2014
18,27,6,3.6,"Rear-Wheel Drive","Dodge","Charger","Automatic",2014
15,24,8,5.7,"Rear-Wheel Drive","Dodge","Charger","Automatic",2014
18,27,6,3.6,"All-Wheel Drive","Dodge","Charger AWD","Automatic",2014
18,27,6,3.6,"All-Wheel Drive","Dodge","Charger AWD","Automatic",2014
15,23,8,5.7,"All-Wheel Drive","Dodge","Charger AWD","Automatic",2014
15,23,8,5,"Rear-Wheel Drive","Jaguar","XJ","Automatic",2014
15,23,8,5,"Rear-Wheel Drive","Jaguar","XJL","Automatic",2014
16,24,6,3,"All-Wheel Drive","Jaguar","XJ AWD","Automatic",2014
16,24,6,3,"All-Wheel Drive","Jaguar","XJL AWD","Automatic",2014
15,24,6,3,"All-Wheel Drive","Maserati","Quattroporte SQ4 V6","Automatic",2014
11,19,12,6.7,"Rear-Wheel Drive","Rolls-Royce","Phantom","Automatic",2014
11,19,12,6.7,"Rear-Wheel Drive","Rolls-Royce","Phantom EWB","Automatic",2014
13,21,12,6.6,"Rear-Wheel Drive","Rolls-Royce","Ghost","Automatic",2014
13,21,12,6.6,"Rear-Wheel Drive","Rolls-Royce","Ghost EWB","Automatic",2014
24,33,4,2,"All-Wheel Drive","Subaru","Impreza Wagon AWD","Manual",2014
27,35,4,2,"All-Wheel Drive","Subaru","Impreza Wagon AWD","Automatic",2014
23,30,4,2.4,"Front-Wheel Drive","Honda","CR-V 2WD","Automatic",2014
17,24,6,3.7,"Front-Wheel Drive","Mazda","CX-9 2WD","Automatic",2014
16,23,6,3,"All-Wheel Drive","Audi","SQ5","Automatic",2014
22,29,4,2.4,"All-Wheel Drive","Honda","CR-V 4WD","Automatic",2014
16,22,6,3.7,"4-Wheel Drive","Mazda","CX-9 4WD","Automatic",2014
18,25,6,3.5,"4-Wheel Drive","Mercedes-Benz","GLK350 4matic","Automatic",2014
23,29,4,2,"All-Wheel Drive","Subaru","XV Crosstrek AWD","Manual",2014
25,32,4,2,"All-Wheel Drive","Subaru","XV Crosstrek AWD","Automatic",2014
17,24,6,3.6,"Front-Wheel Drive","Cadillac","SRX 2WD","Automatic",2014
13,18,8,5.7,"Rear-Wheel Drive","Toyota","Sequoia 2WD","Automatic",2014
18,26,6,3,"All-Wheel Drive","BMW","X5 xDrive35i","Automatic",2014
15,22,8,4.4,"All-Wheel Drive","BMW","X5 xDrive50i","Automatic",2014
20,27,6,3,"4-Wheel Drive","Mercedes-Benz","ML350 Bluetec 4matic","Automatic",2014
14,19,8,4.7,"4-Wheel Drive","Mercedes-Benz","ML550 4matic","Automatic",2014
14,19,8,4.7,"4-Wheel Drive","Mercedes-Benz","GL450 4matic","Automatic",2014
13,17,8,5.7,"Part-time 4-Wheel Drive","Toyota","Sequoia 4WD FFV","Automatic",2014
13,17,8,5.7,"Part-time 4-Wheel Drive","Toyota","Sequoia 4WD","Automatic",2014
15,21,8,5.7,"Rear-Wheel Drive","Ram","1500 2WD","Automatic",2013
30,39,4,2,"Front-Wheel Drive","Mazda","3 4-Door","Automatic",2014
29,39,4,2,"Front-Wheel Drive","Mazda","3 4-Door","Manual",2014
27,37,4,2.5,"Front-Wheel Drive","Nissan","Altima","Automatic",2014
22,31,6,3.5,"Front-Wheel Drive","Nissan","Altima","Automatic",2014
16,20,6,4,"Rear-Wheel Drive","Toyota","Tundra 2WD","Automatic",2014
15,19,8,4.6,"Rear-Wheel Drive","Toyota","Tundra 2WD","Automatic",2014
13,18,8,5.7,"Rear-Wheel Drive","Toyota","Tundra 2WD","Automatic",2014
14,18,8,4.6,"Part-time 4-Wheel Drive","Toyota","Tundra 4WD","Automatic",2014
13,17,8,5.7,"Part-time 4-Wheel Drive","Toyota","Tundra 4WD","Automatic",2014
13,18,8,5.7,"Part-time 4-Wheel Drive","Toyota","Tundra 4WD FFV","Automatic",2014
20,26,4,2.7,"Front-Wheel Drive","Toyota","Venza","Automatic",2014
19,26,6,3.5,"Front-Wheel Drive","Toyota","Venza","Automatic",2014
20,26,4,2.7,"All-Wheel Drive","Toyota","Venza 4WD","Automatic",2014
18,25,6,3.5,"All-Wheel Drive","Toyota","Venza 4WD","Automatic",2014
16,27,8,6.2,"Rear-Wheel Drive","Chevrolet","Corvette","Automatic",2014
14,21,12,6,"Rear-Wheel Drive","Mercedes-Benz","SL65 AMG","Automatic",2014
13,17,8,6.2,"Rear-Wheel Drive","Mercedes-Benz","SLS AMG Black Series Coupe","Automatic",2014
22,30,4,2,"Rear-Wheel Drive","Scion","FR-S","Manual",2014
24,33,4,2,"Rear-Wheel Drive","Scion","FR-S","Automatic",2014
23,34,4,2,"Rear-Wheel Drive","BMW","428i Coupe","Automatic",2014
22,33,4,2,"Rear-Wheel Drive","BMW","428i Coupe","Manual",2014
22,32,4,2,"All-Wheel Drive","BMW","428i xDrive Coupe","Automatic",2014
22,32,6,3,"Rear-Wheel Drive","BMW","435i Coupe","Automatic",2014
20,29,6,3,"Rear-Wheel Drive","BMW","435i Coupe","Manual",2014
20,30,6,3,"All-Wheel Drive","BMW","435i xDrive Coupe","Automatic",2014
20,28,6,3,"All-Wheel Drive","BMW","435i xDrive Coupe","Manual",2014
28,38,4,2.5,"Front-Wheel Drive","Mazda","3 4-Door","Automatic",2014
28,38,4,2.5,"Front-Wheel Drive","Mazda","3 4-Door","Automatic",2014
20,27,6,3.5,"4-Wheel Drive","Mercedes-Benz","C300 4matic","Automatic",2014
11,19,12,6.7,"Rear-Wheel Drive","Rolls-Royce","Phantom Coupe","Automatic",2014
19,27,4,2,"All-Wheel Drive","Buick","Regal AWD","Automatic",2014
15,23,8,5.7,"Rear-Wheel Drive","Dodge","Challenger","Manual",2014
14,23,8,6.4,"Rear-Wheel Drive","Dodge","Challenger SRT8","Automatic",2014
14,23,8,6.4,"Rear-Wheel Drive","Dodge","Challenger SRT8","Manual",2014
27,36,4,2.5,"Front-Wheel Drive","Mazda","3 5-Door","Automatic",2014
28,37,4,2.5,"Front-Wheel Drive","Mazda","3 5-Door","Automatic",2014
25,34,4,2.5,"Front-Wheel Drive","Toyota","Camry","Automatic",2014
42,38,4,2.5,"Front-Wheel Drive","Toyota","Camry Hybrid LE","Automatic",2014
40,37,4,2.5,"Front-Wheel Drive","Toyota","Camry Hybrid XLE/SE","Automatic",2014
21,30,6,3.5,"Front-Wheel Drive","Toyota","Camry","Automatic",2014
14,21,8,6.2,"Rear-Wheel Drive","Chevrolet","SS","Automatic",2014
19,30,6,3.6,"Rear-Wheel Drive","Chrysler","300","Automatic",2014
19,30,6,3.6,"Rear-Wheel Drive","Chrysler","300","Automatic",2014
14,23,8,6.4,"Rear-Wheel Drive","Chrysler","300 SRT8","Automatic",2014
19,30,6,3.6,"Rear-Wheel Drive","Dodge","Charger","Automatic",2014
19,30,6,3.6,"Rear-Wheel Drive","Dodge","Charger","Automatic",2014
14,23,8,6.4,"Rear-Wheel Drive","Dodge","Charger SRT8","Automatic",2014
23,30,4,2,"Front-Wheel Drive","Jeep","Patriot FWD","Manual",2014
24,32,4,2.1,"4-Wheel Drive","Mercedes-Benz","GLK250 Bluetec 4matic","Automatic",2014
19,27,6,3,"Rear-Wheel Drive","BMW","X5 sDrive35i","Automatic",2014
17,24,6,3.6,"4-Wheel Drive","Dodge","Durango AWD","Automatic",2014
17,23,6,3,"Rear-Wheel Drive","Land Rover","Range Rover Sport FFV","Automatic",2014
19,26,6,3,"4-Wheel Drive","Mercedes-Benz","GL350 Bluetec 4matic","Automatic",2014
27,33,4,1.8,"Front-Wheel Drive","Scion","xD","Automatic",2014
27,32,4,1.8,"Front-Wheel Drive","Scion","xD","Manual",2014
11,18,8,6.8,"Rear-Wheel Drive","Bentley","Mulsanne","Automatic",2014
25,36,4,2.5,"Front-Wheel Drive","Chevrolet","Malibu","Automatic",2014
43,39,4,2,"Front-Wheel Drive","Ford","Fusion Hybrid FWD","Automatic",2014
26,33,4,2.4,"Front-Wheel Drive","Honda","Accord","Automatic",2014
21,31,6,3.5,"Front-Wheel Drive","Honda","Accord","Automatic",2014
18,28,6,3.5,"Front-Wheel Drive","Honda","Accord","Manual",2014
38,37,4,2,"Front-Wheel Drive","Lincoln","MKZ Hybrid FWD","Automatic",2014
43,39,4,1.8,"Front-Wheel Drive","Toyota","Prius v","Automatic",2014
21,28,4,2.5,"Front-Wheel Drive","Mazda","5","Automatic",2014
21,28,4,2.5,"Front-Wheel Drive","Mazda","5","Manual",2014
16,20,6,4,"Rear-Wheel Drive","Toyota","FJ Cruiser 2WD","Automatic",2014
17,20,6,4,"Part-time 4-Wheel Drive","Toyota","FJ Cruiser 4WD","Automatic",2014
15,18,6,4,"All-Wheel Drive","Toyota","FJ Cruiser 4WD","Manual",2014
14,20,8,5.4,"Rear-Wheel Drive","Ford","Expedition 2WD FFV","Automatic",2014
